date,time,tweet,Food Delivery,Aspect,Sentiment
2020-03-27,14:00:43,#foodpanda เก็บค่าสั่งของขั้นต่ำเหมือน #grab แล้ว:( pic.twitter.com/w18mLN8P4g,Yes,Price,Neutral
2020-03-27,10:34:02,"อิหยังวะ กับ #Foodpanda มาก ซื้อก็ยาก ขายก็ยาก
ติดต่ออะไรก็ยากไปหมด เซลล์ก็ขายได้แล้ว ทิ้งเลยจ้าาาา
มีปัญหาไม่เคยติดตามให้ เบื่อมากกกกก 
อุปกรณ์ที่ให้มาก็ห่วยมาก ขนาดจะเลิกขาย จะคืนเครื่อง 
มันยังไม่สนใจเลยยยยยย จะเอายังไง 
จะให้เขวี้ยงเครื่องทิ้งเลยมะ Foodpanda 
#บริการห่วยแตก",No,,
2020-03-27,09:17:25,"ใครเป็นลูกค้าใหม่ที่ยังไม่เคยสั่ง foodpanda แล้วอยากได้ส่วนลด 100บ. โดยสั่งขั้นต่ำ 200บ. บ้างคะะะ ทักเดมมาได้เลยค่า 
#foodpandaTH #foodpanda",Yes,Price,Neutral
2020-03-27,06:59:54,"สั่งเบอร์เกอร์คิงชุดสุดคุ้มกินแบบอิ่มๆจุกๆ จาก 948 บาท เหลือ 294 บาท ใช้ 
Code : move50 คือโค้ดของโปรนี้หมดเร็วมาก ต้องรีบไปกดกันนะ เตงคือคุ้มจริงๆนะ ต้องสั่งมากินแล้วแหละ ราคาลดแรงจริงๆ ✨🥺 #foodpanda  pic.twitter.com/VvN4jKisSF",Yes,Price,Positive
2020-03-26,23:28:32,•••>แจกโค้ดลด  foodpanda <••• เมื่อสั่งขั้นต่ำ 200฿ ลด100฿ นะคะทุกคนน สำหรับลูกค้าใหม่คุ้มมาก ใครอยากได้dm มาหาเค้าเลยน้า ❤✨🌈#foodpandaTH #foodpanda,Yes,Price,Neutral
2020-03-26,21:10:10,ส่วนลด #foodpanda คุณได้เราได้,Yes,Price,Neutral
2020-03-26,19:40:38,ฟู้ดแพนด้ารับออเดอร์ซ้อนอีกแล้วน้าาา #foodpanda,Yes,Employee,Negative
2020-03-26,19:31:15,"ไก่6ชิ้น เฟรนฟาย2 เน็กเก็ต6ชิ้น น้ำ3แก้ว 
คุ้มไปไหน 150บาท #foodpanda #แม็คโดนัลด์ #โควิด19 pic.twitter.com/CoTgFiod7j",Yes,Price,Positive
2020-03-26,18:23:19,คือหา chester's ใน #foodpanda ไม่เจอ..,Yes,System,Negative
2020-03-26,18:20:25,"อยากกินต้องได้กิน! อยู่บ้านแล้วไงใครแคร์ รวมโปรเด็ด Let's eat แบบจัดเต็ม 4 แอปส่งความสุขถึงบ้าน แฟนเพจคนไหนมีโปรเด็ดแนะนำ หรืออยากฝากร้านอาหาร ก็แชร์กันมาดิ!
🔗 https://bit.ly/3dtCp5L 
#กินอะไรดี #ฝากร้านอาหาร #Grabfood #Lineman #Foodpanda #Getfood #หยุดเชื้ออยู่บ้าน #COVID19 pic.twitter.com/lDnTRqSYRN",No,,
2020-03-26,17:07:13,"Work from home💼 งานก็ต้องทำ หิวก็หิวว~
เพิ่มพลังและเพิ่มสุขภาพด้วยอาหาร getfresh กันนะคะ สามารถสั่ง Delivery🛵 ได้ทุกช่องทางนะคะ Grabfood, Foodpanda, Lineman, Get Delivery 
ขอบคุณรูปภาพสวยๆจากคุณ @yuiiwadee
#getfreshth #getfreshthdelivery #foodpanda …  https://ift.tt/3apmPpS  pic.twitter.com/LhVhaGhJlF",No,,
2020-03-26,16:53:13,ยังไม่เย็นก็คือโค้ดคนใช้เต็มแล้ว อดเรยแม่ แห้ง #foodpanda,Yes,Price,Negative
2020-03-26,16:51:07,จะสั่งkfc ผ่าน #foodpanda ปกติเคยสั่งก็ส่งฟรีวันนี้ค่าส่ง 20 บาทอ่ะ,Yes,Price,Neutral
2020-03-26,16:46:38,ใครมีส่วนลดบ้างอยากได้ 🤣#foodpanda ส่วนลด,Yes,Price,Neutral
2020-03-26,16:37:33,"วันนี้จะมารีวิว food panda สำหรับคนเหงานอนดูซีรี่ย์อยู่บ้าน หาของกินเล่น
ทีแรกลองดูในทวิต ไม่เชื่อลองกดสั่งตามที่เขาบอกมา เฮ้ยแกร มันได้โว้ย
หมดนี่แค่ 104.50 บาทเองแกร!!!จาก334บาท ใส่ code : gummud  #foodpanda #รีวิวเชียงใหม่ #reviewchiangmai #ไว้รีวิวห้ามขายของโว้ยย pic.twitter.com/KGnA8UQBTv",Yes,Price,Positive
2020-03-26,15:48:29,"มีส่วนลด100บาทเมื่อซื้อ200บาท(สำหรับผู้ใช้ใหม่)​foodpanda ใครต้องการdmมาจ้า
#foodpanda #foodpandaTH",Yes,Price,Neutral
2020-03-26,15:44:51,"ลดแล้ว​ ลดอีก​ จาก​ #foodpanda
ข้าวสองจาน​ น้ำสองแก้ว​ แค่59บาท
#ส่งฟรีอีกตั้งหาก
#WFH pic.twitter.com/cLOFiDRnLc",Yes,Price,Positive
2020-03-26,15:23:12,คือสั่งข้าวไป ละหักเงินผ่านบัญชีธนาคาร จู่ๆ บอกออเดอร์โดนยกเลิกเพราะร้านปิด ในแอฟบอกจะได้เงินคืน จนตอนนี้ยังไม่ได้เลยง่ะ เลือกฟังชั่นคำถามที่ถามว่า ฉันจะได้รับเงินคืนหรือไม่ ผลลัพธ์คือว่างเปล่า 5555555 กูต้องทำใจใช่มั้ย #foodpandaTH #foodpanda  pic.twitter.com/10QRXv6tms,Yes,Company,Negative
2020-03-26,14:56:50,อยากกินมะยงชิดลอยแก้วเย็นๆ มีร้านไหนขายบ้างอ่าาา #foodpanda #grabfood #getfood,No,,
2020-03-26,14:52:57,ใครมีส่วนลดผู้ใช้ใหม่บ้าง น้องหิวๆ #foodpanda,Yes,Price,Neutral
2020-03-26,14:45:19,ใครมีส่วนลดผู้ใช้ใหม่บ้าง หิวฮือ  #foodpanda,Yes,Price,Neutral
2020-03-26,14:39:19,ใครมีส่วนลดผู้ใช้ใหม่ไหม อยากกินเชสเตอร์กริลล์เเงง #foodpanda,Yes,Price,Neutral
2020-03-26,13:33:24,"ส่องรายได้พนักงาน 4 แอปพลิเคชั่น “Food Delivery” 
เผื่อใครที่กำลังมองหาช่องทางเพิ่มรายได้!

#งานพาร์ทไทม์รายได้ดี #GRAB #LINEMAN #FOODPANDA #GET
 https://www.theplankton.in.th/2020/03/26/%e0%b8%aa%e0%b9%88%e0%b8%ad%e0%b8%87%e0%b8%a3%e0%b8%b2%e0%b8%a2%e0%b9%84%e0%b8%94%e0%b9%89%e0%b8%9e%e0%b8%99%e0%b8%b1%e0%b8%81%e0%b8%87%e0%b8%b2%e0%b8%99-food-delivery/ …",No,,
2020-03-26,13:04:52,พอพนง.มาถึง อึ้งมากค่ะ มองเราแรงมาก ขอโทษนะคะ กิริยามารยาทไม่เหมาะสมมาก มันควรหรอคะ ฝาก #foodpanda #foodpandaTH ตรวจคัดกรองพนักงานส่งอาหารด้วยนะคะ,Yes,Employee,Negative
2020-03-26,13:03:07,ทำไมสั่งของแล้วชอบเทพี่ฟู้ดแพนด้าวะ สงสารคนส่ง พี่เค้ามาจอดข้างๆร้านขายของพ่อเราประมาน10นาทีได้ แล้วบอกโทรหาลูกค้าไม่ได้เลย ตัดสายทิ้ง ซักพักนึงปิดเครื่อง เปนงง เปนสงสัย ไม่เอาแล้วสั่งทำไม 😂😂😂 ปล.ช่วยซื้อมาแก้วนึง #ฟู้ดแพนด้า #foodpanda  pic.twitter.com/CcXNZSaDaD,No,,
2020-03-26,12:48:45,ถามว่ากูวุ่นวายเขาขนาดไหน ใช่ค่ะ เขาไม่อ่านไม่ตอบ 5555 #foodpanda  pic.twitter.com/syKkBhng9Z,No,,
2020-03-26,10:20:37,แจกส่วนลดฟู้ดแพนด้า 100 บาท สำหรับผู้ใช้ใหม่ค่ะ สนใจดีเอ็มได้เลยนะคะ #ฟู้ดแพนด้า #foodpanda #foodpandaTH,Yes,Price,Neutral
2020-03-25,23:04:17,วันนี้ สั่ง #บอนชอน ผ่าน #foodpanda  ไก่ Hot แล้วรีเควส ขอเผ็ดๆ ไก่ที่ได้ เผ็ดๆ คือสิ่งที่ดี ใส่ใจไรสุดๆ  pic.twitter.com/7sIEyF06ZL,No,,
2020-03-25,19:40:19,โว้ยยยยย เปิดไลน์แมนจะสั่งของกิน แต่เจอค่าส่งเข้าไป กรูขับรถไปเองดีกว่าไหม ค่าส่งแพงกว่าค่าของไปอี๊กกกกกกก foodpanda ไม่ต้องพูดถึงไม่มีมาส่งจ้า ร้องไห้… 😭😭😭 นี่กรูอยู่ปริมณฑลหรือบ้านนอก!!!!  #lineman #foodpanda #GrabFood #COVID19,No,,
2020-03-25,18:25:41,"เบอเก้อ เฟรนฟราย นักเก็ต แปปซี่ 130 บาท ฟรีส่ง ลดจาก 260
คุ้มมาก ชมเลย ละส่งไวมากๆ แปปซี่คือไม่ละลาย เฟรนฟรายยังร้อนๆ ฟู๊ดแพนด้า คุ้มเวอร์อะ

#foodpanda  pic.twitter.com/cIwHj7bBiq",Yes,Price,Positive
2020-03-25,18:13:21,สั่งไม่เป็นอะ #foodpanda  pic.twitter.com/lp8gr1crzG,No,,
2020-03-25,18:09:04,"68฿ อัยย้ะ ชั่ยๆ‼‼
จังหวะนี้ต้องกดแล้วล่ะ #foodpanda ฮีโร่ยามกักตัว
ปล. โค้ดส่วนลดนี้ สำหรับคำขอโทษทีร้านค้าส่งอาหารไม่ครบ
...สำหรับใครที่ได้สินค้าไม่ครบ ให้กด help center ช่วยได้ครับ

#พรกฉุกเฉินฯ #โควิท19 #freelanceมันเหนื่อยนะเว้ย pic.twitter.com/2mWsPhqw8e",Yes,Price,Positive
2020-03-25,18:03:51,"แอ้ปเหี้ยนี่เป็นไร ไม่เคยพัฒนา ให้รอเกินครึ่งชั่วโมง สรุปยกเลิกออเดอร์ เจอหลายครั้งละ

 #foodpanda  pic.twitter.com/HVHD0zMcsl",Yes,System,Negative
2020-03-25,14:39:12,ระยะทาง2km. รอจะ1ชม.ละ เคๆ #foodpanda  pic.twitter.com/G6aFyNaR6V,Yes,Employee,Negative
2020-03-25,14:17:25,ทำไมจะสั่งอาหารแต่มันไม่มีให้ส่งวันนี้อะ มีขึ้นให้ส่งพน.เฉย งอง #foodpanda,Yes,System,Negative
2020-03-25,14:03:17,ของใครขึ้นแบบนี้บ้างคะ งงงะ เราอยู่กทม. สงสัยว่าบ้านเรามันเข้าถึงยากขนาดนั้นเลยเหรอ หาร้านยังไงก็ไม่เจอสักร้านเลยยค่ะ วอนผู้รู้😭🙏🏻 #foodpanda  pic.twitter.com/6BgaJkcdES,Yes,System,Negative
2020-03-25,14:02:17,ไก่ชุดละ299ลดเหลือ149​+เบอร์หมู35+ซันเด29​ แต่ใช้ใค้ดลด100 เหลือ​ 113 เองงงง​ ใครเป็นผู้ใช้ใหม่เดมมาหาเค้าเดี๋ยวเค้าส่งลิ้งใช้โค้ดให้ค้าบบ(ต้องสั่งขั้นต่ำ200ถึงจะลด100น้า)​#foodpanda  pic.twitter.com/gPwgCtFWY0,Yes,Price,Positive
2020-03-25,13:52:56,ประทับใจ #Foodpanda มาก ใช้โค้ดส่วนลด + ค่าส่งฟรี คนขับมาส่งปุ๊บบอกขอโทษที่ทำให้รอนานก่อนเลย ทั้งๆที่มันก็ไม่ได้นานเกินไปอ่ะ สำหรับนี่ 40 นาทีคือโอเคมาก เพราะรู้อยู่แล้วว่าต้องประมาณนี้,Yes,Price,Positive
2020-03-25,13:52:29,ฟู้ดแพนด้า!!!!เสียเพิ่ม10บาทเพราะอยากกินไข่ แต่ไม่มีไข่ให้ ไข่หายไปไหนน #foodpanda  pic.twitter.com/iIrpmW8v2R,Yes,Employee,Negative
2020-03-25,13:40:35,สั่ง #foodpandaTH #foodpanda  ตั้งแต่11.28 ของมาถึง 13.20 จ้าาา ติดต่อคนขับไม่ได้เลย และฟพด.ก็ติดต่อไม่ได้ค่ะ ขอโทษที่ต้องพูดคำว่า ควย ! จริงๆค่ะ,Yes,Employee,Negative
2020-03-25,13:37:36,"ทุกคนนนนี่สั่งkfcใน #foodpanda แล้วใส่code : move50
จากชุด239(ที่ลดแล้วจาก300+)เหลือแค่80฿เอง
*เฉพาะผู้ใช้ใหม่นะคะ ไปสั่งโลดด  pic.twitter.com/R9y1sMDDuz",Yes,Price,Positive
2020-03-25,12:42:11,"📌 โปรดีๆ เอาใจพี่ๆชาว Food Biker 🎉
✔ โปรโมชั่นพิเศษ 😉
ซื้อแร็คหลัง แถมฟรี ‼️ตัวรองกระเป๋าอาหารไปเลยย... 🔥
👇กดดูสินค้าราคาพิเศษได้เลย🔥🔥
 https://prf.hn/l/rvPQM3K 
#กล่องท้ายมอเตอร์ไซค์เฮฟวี่คาเมล
#ตะแกรงหลัง #FOODPANDA #แร็คหลัง #แร็คท้าย #ShopeeSocial #SHOPEEMOTOR pic.twitter.com/DsdxORMzxH",No,,
2020-03-25,12:34:00,ลูกค้าใหม่คนไหนอยากได้ส่วนลด  ซื้อ200ลด100 DM ได้เลยค่า #foodpanda,Yes,Price,Neutral
2020-03-25,11:55:35,#foodpanda พี่แพนด้า ส่งฟรีตลอดเด้อออ  https://twitter.com/Yuliciouss/status/1242352527049240577 …,Yes,Price,Neutral
2020-03-25,11:40:47,บ้านเราอยู่ใกล้เวสเกต เเต่ว่าหาร้านอาหารไม่เจอเลย ต้องตั้งค่าตรงไหนมั้ยคะ #foodpanda,Yes,System,Neutral
2020-03-25,11:39:52,บอกลา #GrabFood ไปหา #FoodPanda แล้วววววว,No,,
2020-03-25,11:28:56,ใครเป็นลูกค้าใหม่ทักมาเอาโค้ดกับเค้าได้นะ #foodpanda #foodpandaTH,Yes,Price,Neutral
2020-03-25,11:21:26,"🍨ร้าน #บิงซูยอจา สั่งเมนูอร่อยผ่าน app 
🐼Food Panda
🛵LINE MAN 
🔎Wongnai 
🍨ขั้นตอนสั่งผ่าน app > โหลดแอฟ > ค้นหาร้าน ""บิงซูยอจา"" > เลือกเมนูอร่อย > กดสั่งได้เลย > รอรับของอร่อย&โปรเจค 

📌พิกัด : สุขสวัสดิ์ ประชาอุทิศ
#Bingsuyeoja #Bingsu_Yeoja #FoodPanda #LINEMAN #Wongnai pic.twitter.com/R6goKkuoD1",No,,
2020-03-25,11:08:51,ผู้ใช้ใหม่มีใครอยากได้ส่วนลด100บาทมั้ยค้า ทักเรามาเลย🙋🏻‍♀️ มีประมาณ9ใบคับตอนนี้ #foodpanda,Yes,Price,Neutral
2020-03-25,10:18:11,ฟู้ดแพนด้าของถูกเยอะมากๆๆๆๆๆๆ จ่ายตังแบบตัดบัตรได้ด้วยเลิฟตรงนี้ #foodpanda  https://twitter.com/B1O15J/status/1242446970125340673 …,Yes,Price,Positive
2020-03-25,09:09:03,ช่วงนี้ #foodpanda มาแรงมาก ส่วน #grab นี่โคดโหด โค้ดส่วนลดที่เคยแจกพอมาสัปดาห์นี้คือเงียบไปอีก https://twitter.com/B1O15J/status/1242446970125340673 …,No,,
2020-03-25,09:00:32,"ใครอยู่โซน นนทบุรี,ประชาชื่น,งามวงศ์วาน หรือพื้นที่ใกล้เคียงทักมาจ้า
เปิดแล้ววันนี้เมนูวันพุธ 🛵พร้อมส่ง เที่ยงนี้ น้ำยากะทิ ตามใจmo #ชุดละ 50บาทจ้า ผักพร้อมเครื่องพร้อม  สั่งทัก👉  https://lin.ee/C5AmZSy  หรือสั่งผ่านไลน์แมนที่ 👉
#lineman
#foodpanda
#grap
#lalamove
#dilivery pic.twitter.com/SDMYbYEl1K",No,,
2020-03-25,08:39:12,ช่วงนี้ grab ค่าส่งแพงมากจริงๆ  ตัดมาที่ foodpanda เจอแต่ส่งฟรีตลอด 😕😕 ค่าอาหารก็แพงกว่าค่าส่งก็ยังจะแพงกว่า นาทีนี้คงบายอ่ะ  #foodpanda #grabfood,Yes,Price,Neutral
2020-03-24,21:27:32,ทำไม foodpanda grab ส่งไม่ถึงบ้านเราอ่ะ ร้องไห้ได้มั้ยอ่ะ หิวก็ออกไม่ได้ อยากกินไรก็กินไม่ได้ เศร้านะ 😭 #foodpanda #GrabFood,Yes,Company,Neutral
2020-03-24,20:15:40,หิวชิบหายแดกชาตินี้นะไม่ได้แดกชาติหน้าอี #foodpanda หัวควยสั่งชมกว่าและไม่เห็นความคืบหน้าหีแตดใดๆจะแคนเซิลก็ไม่รีฟันเงินให้กูอีกอีหน้าเหี้ย,Yes,Company,Negative
2020-03-24,20:13:32,เราได้มาแล้วววววว น่ารักมากๆ❤️ ตามกันไปเยอะๆนะคะ ชาวโคราชสั่งผ่าน #foodpanda  หรือ #GrabFood ก็ได้นะคะ 📍ร้าน More’Milk ตั้งอยู่ มทส.ประตู นะคะ📍 #คั่นกู #ทีมเมียสารวัต #ไทน์คนชิคชิค pic.twitter.com/x3iPr1F6FK,No,,
2020-03-24,19:14:04,เทอจะไม่รับผิดชอบเรื่องไข่ดาวเราจริงๆใช่ป่ะ #foodpanda,Yes,Company,Negative
2020-03-24,18:57:23,แนะนำ #foodpanda อีกเสียงตอนนี้ที่สุพรรณส่งฟรีเด้ออออ,Yes,Price,Positive
2020-03-24,18:55:32,ทำไมถึงใช้โค้กส่งนลดเพื่มไม่ได้ #foodpanda  pic.twitter.com/rmVf6GhFm6,Yes,Price,Neutral
2020-03-24,18:46:32,"เรียนถึงคุณลูกค้าทุกท่าน 
AKA ของเรายังเปิดขาย Delivery อยู่นะ
โทรมาสั่งกันเลยครับคุณลูกค้า
พวกเราชาว AKA รอรับออเดอร์อยู่จ้า❤️
#ลดเลย25% 
#Tel. 06-5520-2318
#Lineman
#Grabfood
#Foodpanda
#Getfood
#เราพร้อมเป็นครัวให้คุณ 🍲❤️❤️
#ประเทศไทยต้องชนะ pic.twitter.com/PlSu245mhW",No,,
2020-03-24,17:06:56,ขอความเมตตาบริจาคโค้ดส่วนลดหน่อยครับ โค้ดอื่นเต็ม โค้ดชวนเพื่อนก็ไม่มีเพื่อน😂 #foodpanda,Yes,Price,Neutral
2020-03-24,17:05:29,ใครลูกค้าใหม่อยากได้ส่วนลด100฿ขั้นต่ำ200฿ทักเด็มมาเลยนะค่าบ #foodpanda,Yes,Price,Neutral
2020-03-24,15:57:16,มีใครมีส่วนลดมั้ยค่ะ #foodpanda,Yes,Price,Neutral
2020-03-24,15:54:30,สั่ง Foodpanda และจ่ายด้วย paypal แต่ร้านยกเลิกออเดอร์ และไม่ได้เงินคืน เคยแจ้งไปแล้ว แต่ก็เงียบหายเลยค้าบ ทำไงดี #Foodpanda,Yes,Company,Neutral
2020-03-24,15:29:33,โค้ดลด foodpanda 100฿ สำหรับผู้ใช้ใหม่ สั่งออเดอร์ครั้งแรก ขั้นต่ำ 200฿ ใครสนใจเมนชั่น หรือ dm มาได้เลยจ้าา #foodpanda #foodpandaTH,Yes,Price,Neutral
2020-03-24,14:45:21,คุ้มมากเลยจ้าาาาา แมคลด 50% + โค้ดลด 100.-  เก็บไว้กินได้ 4-5 มื้อเลยจ้าา 234 ฿ เอ๊งงงง ได้ไก่ทอด 12 ชิ้น นักเก็ต 12 ชิ้น เฟรนซ์ฟรายส์ 4 ถุง เบอร์เกอร์ไก่ 1 ชิ้น โค้ก 6 แก้ว #foodpanda #foodpandaTH #อร่อยไปแดก #McDonalds pic.twitter.com/1StznQLiOw,Yes,Price,Positive
2020-03-24,13:19:22,#foodpanda นี่คือ : รถก็ต้องขับ ของก็ต้องเอาไปส่ง ออร์เดอร์ก็ต้องรับใช่ไหม .... อันตรายต่อเพื่อนร่วมเดินทางไปอีก : อย่ามาหักหัวรถใส่,No,,
2020-03-24,12:36:23,มีใครอยากได้โค้ดลดลูกค้าใหม่ สั่งขั้นต่ำ200ลดทันที100มั้ยคะ ทักดีเอ็มเรามาได้เลยนะคะ #foodpanda,Yes,Price,Neutral
2020-03-24,12:33:15,"เค้ามีโค้ดส่วนลด 100 บาทให้ผู้ใช้ใหม่ ใครอยากได้ เมนชั่นไว้นะ❤
#foodpanda #foodpandaลด",Yes,Price,Neutral
2020-03-24,12:30:40,"มีคำถามอีกแล้วมีทุกวัน ใครขับ #foodpanda #get #lineman บ้างไหมคะมีเรื่องอยากสอบถามเกี่ยวกับรายได้ในแต่ละเที่ยว เพื่อทำงานส่งอาจารย์ค่าาา

ปล.หน่องหาในเว็บแล้วแต่อาจารย์อยากให้รีเชคอีกทีนึง ขอบพระคุณค่ะ

#ส่งอาหาร
#fooddelivery
#นนท์ธนนท์",No,,
2020-03-24,12:03:41,"ใครเป็นลูกค้าใหม่ foodpanda เรามีส่วนลดให้100บาทค่ะ ส่งฟรีด้วย คุ้มไปไหน5555 😍 เมนชั่นหรือDMมานะค้าบ

#foodpanda #foodpandaTH #ฟู้ดแพนด้า #อร่อยไปแดก #อร่อยบอกต่อ
#WFH",Yes,Price,Neutral
2020-03-24,11:56:25,เห็นคนอื่นสั่ง #foodpanda #lineman กันอร่อยเชียว ส่วนฉันได้แต่นั่งมอง นั่งอยากไปสิ แถวบ้านช่างกันดาร อยู่นอกพื้นที่ทุกแอพ,Yes,Company,Neutral
2020-03-24,11:40:24,"ไม่เลือกงานไม่ยากจนครับ
สั่งเลย
#กาแฟติดดอย☕ เมย่าชั้น4
#foodpanda
#Grapfood  https://www.instagram.com/p/B-GnKdIB18nFMB-MHFsTpHZtjFK27dJo4GaVjE0/?igshid=xd9xw9i1eyo …",No,,
2020-03-24,11:04:10,"อิห่าหนีเอ้มเคมาสั่ง  #foodpanda เสือกแท็กที่อยู่ตัวเองไม่ได้อีก
อิควายไหนบอกกักตัวอยู่บ้านแบบไม่ต้องตุนของก็ได้ไม่อดตายอิห่า",Yes,System,Negative
2020-03-24,10:52:11,มีโค้ดลูกค้าใหม่ซื้อ 200 ลด 100  ค่ะ เดมมาได้เลย #foodpandaTH #foodpanda,Yes,Price,Neutral
2020-03-24,09:33:27,"ช่วงนี้เจอ Ads ส่งอาหาร รัวและรุนแรงมาก
จนมีลิสต์ของที่อยากกินยาวไปเกิน 14 วันแน่นอน 😅 #GrabFood #Lineman #Foodpanda",No,,
2020-03-24,09:32:31,งงค่ะ บ้านกูก็ไม่ได้อยู่หลังเขานะ แต่ #FoodPanda กับ #Grab ไม่สามารถแท็กตำแหน่งที่กูอยู่ได้เลย แล้วก็ชอบขึ้นว่า ไม่สามารถส่งที่ตำแหน่งนี้ได้ และนี่คือสาเหตุที่ไม่เคยได้สั่งของมากินที่บ้านเลย เพราะแม่งขึ้นแบบนี้ทั้ง iPhone และ Android เลยจ้า 😢,Yes,System,Negative
2020-03-24,08:09:25,ถ้า #เคอร์ฟิว เราจะยังสั่ง #FoodPanda #LineMan ได้อีกมั้ยคะ ใครพอจะทราบบ้าง #โควิด19,No,,
2020-03-24,01:19:33,สั่งแมคไปตั้งแต่เที่ยงคืน ตอนนี้ยังไม่ได้แหลกจ้าาาาาาาาา #foodpanda,Yes,Employee,Negative
2020-03-24,00:24:04,"ฝากร้านค่า​ข้าวไข่เจียว​ของทานเล่นย่านสายไหม​ GrabFood​ lineman​ food​panda​ค่าส่งเริ่มที่​10​ บาทค่า​ ขายทุกวัน​ #ตลาดนัดออนไลน์ประชาธิปไตย
#grabfoodth #GrabFood​ #LINEMAN #foodpanda",No,,
2020-03-23,23:22:15,หาร้านเชสเตอร์ กริลในแอพไม่เจออะ #foodpanda,Yes,System,Neutral
2020-03-23,21:46:39,"ช่วงนี้หลายคนอยู่แต่บ้าน สั่งอาหารกินที่บ้านกันเยอะ อยากถามคนขับรถส่งอาหารครับ 👉🏼
พฤติกรรมลูกค้าแบบไหนที่คุณไม่ชอบ👈🏼 #COVIDー19 #COVID19 #โควิด19 #โควิด_19 #grab #grabfoodth #grabfoodth #foodpanda #foodpandaTH #getfood #get #lalamove #fooddelivery #ส่งอาหาร #LINEMAN #lineman",No,,
2020-03-23,21:09:58,อยากให้แอป #Grab #get #lineman #foodpanda ทำระบบให้เหมือนเว็บจองที่พัก ที่บังคับใส่ข้อมูลบัตร โดยระบบจะหักเครดิตไว้ก่อน จะเลือกจ่ายตัดบัตรหรือเงินสดก็ได้ และยกเลิกฟรีก่อนพนักงานถึงร้าน แต่ถ้ายกเลิกหลังจากพนักงานซื้อของแล้ว คุณจะโดนหักจากบัตรเต็มจำนวน ดูแฟร์ดี,Yes,System,Neutral
2020-03-23,21:08:52,"ใครเป็นลูกค้าใหม่✨ อยากได้ส่วนลด100฿ สั่งขั้นต่ำ200฿ เมนชั่นไว้เลยนะคะเดี๋ยวเค้าเดมไปค่ะ
ลูกค้าใหม่ก็คือยังไม่เคยสมัครเเล้วก็ลงทะเบียนนะคะก็คือใหม่ๆเลย💗 #foodpanda",Yes,Price,Neutral
2020-03-23,20:53:07,"เห็นคนอวยว่าดีเลยลองสั่งประสบการณ์ครั้งแรกกับฟู๊ดแพนด้า อห....... รอนานมากกกกกกก ไรเดอร์ติดต่อ ""ยากมาก"" นานมั้ยดูจากสภาพน้ำสิคะ ดีอย่างเดียวถูกและคืนเงินเร็ว เพราะสั่งสองออเดอร์แต่อีกอันไม่มีไรเดอร์รับสักทีกดยกเลิกซะเลย จบข่าว #foodpanda
#foodpandaTH pic.twitter.com/hgUh76m3Dm",Yes,Employee,Negative
2020-03-23,19:45:02,"ใช้บริการ​ แต่ให้เงินสดเค้าพอดี​ ดูน่าเดียจไหม
เช่น​อาหาร​ 85​  บาท​  จ่าย​ 85​ บาทพอดี #foodpanda",No,,
2020-03-23,18:40:20,เมื่ออาภาศรีประสบความสำเร็จจากการสั่งอาหารออนไลน์😏 มีรึที่จะสั่งแค่ครั้งเดียว😁 #วงการสั่งอาหารออนไลน์เข้าแล้วออกยาก😝 #foodpanda  https://www.instagram.com/p/B-EybaIBOVCcNbfs6QGRt_pfLahlEwKsBXe8-Y0/?igshid=dzklz6w7ncpv …,No,,
2020-03-23,18:39:44,ใครสั่งซื้อครั้งแรกมาเอาส่วนลดที่เราได้นะคะ #foodpanda #foodpandaTH,Yes,Price,Neutral
2020-03-23,17:57:27,อยากให้ Grab/FoodPanda/Lineman ลดค่าส่ง หรือทำโปรช่วงนี้เยอะๆ หน่อย ยังไงคุณก็ได้ลูกค้าเพิ่ม กำไรเพิ่มอยู่แล้ว แต่ช่วยสังคมดด้วยการลดราคาหน่อยได้มั้ยอ่า ไม่อยากออกไปซื้อของเองแต่สั่งทุกวันก็แพงละเกินน้าาาา ช่วยหน่อยนะๆๆ #GrabFood #LineMan #Foodpanda #โควิด19,Yes,Price,Negative
2020-03-23,17:42:00,ใครมองหาอาหารไปทานที่บ้าน​ที่เชียงใหม่ เราแนะนำร้านนี้เลย​ ช่วงนี้เค้ามีโปร​ #Grabfood หมูทอด2กล่อง126บ.เอง​ หมูทอดชิ้นใหญ่มาก​ คุ้มมากๆ​ #foodpanda ก็มีนะ​ มีทั้งชุดหมูจุ่ม​ สเต็ก​ต่าง​ๆของทานเล่น​ไม่แพงมากด้วย​ #รีวิวเชียงใหม่ #อาหารเชียงใหม่ #สเต็กเชียงใหม่ #โควิท19เราต้องรอด pic.twitter.com/hDNQsyM873,No,,
2020-03-23,16:56:00,มีโค้ด food panda แจกค่าาา ลดราคา 100 บาท เมื่อสั่งขั่นต่ำ200 บาท คุ้มในคุ้ม🙆🏼‍♀️💕🍕 ทัก DM ได้เลยนะคะ #foodpanda #foodpandaTH,Yes,Price,Neutral
2020-03-23,16:37:34,ใครอยากได้ส่วนลด100 บาท dm มาได้เลยน้า คุณได้ลดเราก็ได้ลด #foodpanda ส่วนลด #foodpanda,Yes,Price,Neutral
