date,time,username,tweet,Food Delivery,Aspect,Sentiment
2020-03-17,11:33:02,bbbbbbbbbbbbabe,"เกินไปมากกกสั่งน้อยแล้วไม่ใช่ลูกป๊าหรออออ  ยังจะมาคิดเพิ่มอีก 20 บาทเลยนะ!!!!  เห้อออ งอนอะไม่กินแล้วววว!!!! งอนมากกก  @GrabTH
#GrabFood  pic.twitter.com/ixtJYkYZCF",Yes,Price,Negative
2020-03-17,09:03:11,pondzeed123,เดี๋ยวนี้แกรบทำแบบไลน์แมนหรอ ที่มีเหมือนค่าbase อะ คือออเดอร์เล็กก็คิดเงินเพิ่มงี้ ?? #GrabFood  สงสัยเราคงต้องลากันตรงนี้แล้ว 55555555555 ไปใช้ foodpanda เหมียนเดิม  pic.twitter.com/ZUcEFcgWD2,Yes,Price,Negative
2020-03-16,22:25:30,iam1fangfang,"สอบถามมีใครเคยโดน Grab หักเงินเวลาจ่ายผ่านบัตรเกินบ้างคะ? เราโดนมา 2 รอบแล้ว รอบแรกโดนช่วงเดือนพ.ย. 62 ตอนนี้ก็ยังไม่ได้เงินคืน ล่าสุดโดนช่วงต้นเดือน ก็ยังไม่ได้เงินคืน มีใครเคยโดนมั้ยคะ? #GrabTH #GrabFood #grab
#grabbike",Yes,Company,Negative
2020-03-16,21:58:52,goodlifebashop,"คลิกเลย ->  https://t.youpik.in.th/t.6seB 
ช้อปเลย: ฿299.00 -62% | Real Elixir PURE COLLAGEN (เพียว คอลลาเจน) 50,000 mg คอลลาเจนผงพรีเมียม ดื่มชงง่ายละลายน้ำเร็ว พร้อมเติมสารอาหารสวยให้ผิวได้ทุกที่ทุกเวลา แม้ในยามยุ่งที่สุดในชีวิต
 #กักตุนอาหาร #Realme6 #GrabFood #บำรุงผิว",No,,
2020-03-16,21:20:05,beavbeer23,หนูสั่งข้าวผัดหมูแต่หนูได้ข้าวผัดแหนมอ่ะ ฮือออ😭😭 #GrabFood,No,,
2020-03-16,21:02:47,farmlllll,"คือเมื่อวานสั่งอาหารผ่านGrabแล้วเลือกจ่ายเงินผ่านบัตรพอเขามาส่งอาหารนี่ก็จ่ายเงินสดให้อีกจ้าคนมาส่งก็รับเงินไปเฉยเลยนะอิคนให้เงินก็งงคนรับก็งงเหมือนกันสรุปจ่ายทั้งเงินสดและก็เงินผ่านบัตร...อิเห*้ยไม่มีอะไรเห*้ยกว่านี้แล้ว...
..ไม่ได้ว่าคนส่งนะกูเองกูโง่เองจ้า
#GrabFood",No,,
2020-03-16,20:18:53,niceyesung,งงปะ นี่งง ทำไมแกร้บขึ้นงานซ้อน แล้วเราสั่งของต้องรอนานๆ นี่ไม่ใช่ครั้งแรกที่โดนแบบนี้ #GrabFood #GrabFoodTH ห่วยมากแม่ แล้วยกเลิกก็ไม่ได้ด้วยนะ pic.twitter.com/1A40iogU53,Yes,Employee,Negative
2020-03-16,17:05:48,pokkotoro,'ตอนเช้าพี่น้ำหนึ่งชอบสั่งข้าวแล้วก็มาแบ่งหนู ปกติพี่เค้าเป็นคนหวงขนม แต่มันซื้อ 1 แถม 1 ' 55555 น้องเม้าเธอแล้ววววววววววว  #NamneungBNK48 #MobileBNK48 #Grabfood #GrabTH,No,,
2020-03-16,14:35:56,dawipap,"คลิกเลย ->  https://t.youpik.in.th/t.6ESJ 
ช้อปเลย: ฿999.00 -28% | Alicia5000 กระเทียมสกัด ชนิดเม็ด ต้านภูมิแพ้ คลอเรสเตอร

ลดไขมันในเลือด
ต้านภูมิแพ้
ควบคุมความดัน
บำรุงหัวใจ
กระตุ้นการไหลเวียนของโลหิต
เสริมสุขภาพร่างกาย

 #กักตุนอาหาร #GrabFood",No,,
2020-03-16,11:37:13,chibisakurahana,"เหม็ง นัวนัว ( Meng nuanua) 
เป็นร้านอาหารอิสานใน #GrabFood ที่โคตรคุ้มอะ เอาใจไปเลย ~ ดีจนอยากโฆษณาให้ฟรีๆ",No,,
2020-03-16,05:07:08,wisarato,"คลิกเลย ->  https://t.youpik.in.th/t.6lbj 
ช้อปเลย: ฿350.00 -16% | Khaolaor เห็ดหลินจือสกัด ชนิดเม็ดเคลือบ บำรุงร่างกาย ต้

ลดไขมันในเลือด
ลดเบาหวาน
บำรุงตับ
ไต
หัวใจ
ปอด
เห็ดหลินจือสกัดเข้มข้น

 #กักตุนอาหาร #GrabFood…  https://www.instagram.com/p/B9xTzQnpwoe/?igshid=47etzm5q0jbs …",No,,
2020-03-15,21:17:16,puui_faii,รีวิวการสั่งฟู้ดแพนด้าครั้งแรก คือห่วยมาก  ห่วยที่ระบบ เวลาที่ขึ้นว่าให้รอหน้าแอปก็ไม่ตรงกับความเป็นจริง กดยกเลิกก็ไม่ได้ด้วยจ้า ติดต่อCCก็ไม่ได้อี้ก เลยไปสั่งแกรบแทนแปปเดียวได้กิน บัยย #foodpandath  ไอเลิ้บ #grabth #GrabFood,No,,
2020-03-15,19:40:25,pargd,ไม่มีใครรับเลย ฮือ พี่คนขับหายไปไหนกันหมด หรือคนสั่งเยอะมากเพราะกักตัว😭😭😭 #GrabFood,Yes,Employee,Negative
2020-03-15,19:08:10,doublehina,ไม่มีคนรับออเดอร์ เราจะตายกันหมด #GrabFood,Yes,Employee,Negative
2020-03-15,18:47:04,namo3chop,บางทีก็สงสัยว่าวัดใจกันเหรอ กุก็ไม่ได้นั่งเฝ้าโทสับตลอดเวลานะ มันหลอนไปหมดว่าเขาอยู่ไหน #GrabFood  pic.twitter.com/VtcAUtT2wL,Yes,Employee,Negative
2020-03-15,17:39:41,chortida1,กดสั่งอาหารตั้งแต่13.00 จนถึงตอนนี้ ไม่มีพนักงานรับออเดอร์อาหารเลย 😭😭 #GrabFood,Yes,Employee,Negative
2020-03-15,15:38:08,mookrobmoodeng,อยากกินชาไข่มุกแต่ทั้ง #GrabFood แล้วก็ #lineman ไม่เห็นว่างเลย,Yes,Employee,Negative
2020-03-15,15:20:57,iamturnthepege,คือเราสั่งอาหารจาก Grab Food แล้วมันขึ้นว่าคนขับไม่ว่าง แต่ตัดเงินค่าอาหารในบชเราไปแล้ว ติดต่อทางไหนไม่ได้เลย ทำยังไงดีคะ @GrabTH #GrabFood #GrabTH ช่วยตอบด้วยนะคะ เพราะทักส่วนตัวไปแล้ว ไม่มีคนตอบเลยค่ะ,Yes,System,Negative
2020-03-15,15:13:17,tulipangg,#GrabFood ตั้งแต่เมื่อวานละ สั่งอาหารแล้วร้านปิด กดแคนเซิลไม่ได้ พนักงานส่งออร์เดอร์ โดนตัดเงิน อาหารไม่ได้รับ วันนี้สั่งบอนชอนร้านตัดเงินเป็นค่าประกันอาหาร แล้วหาคนส่งไม่ได้ ทางร้านCancelledสรุปต้องรอเงินคืน45วัน ทำไมต้องรอนานขนาดนั้น เลิกใช้ค่ะ!  pic.twitter.com/v5WYbHLyHU,Yes,System,Negative
2020-03-15,15:10:20,beelchanmyworld,ช่วงนี้ระบบ Grab เหี้ยนะ บอกเลย ตัดบัตรก่อนยืนยันคนขับด้วยซ้ำ แล้วช่วงนี้คือคนขับไม่รับเยอะมากก ฝนตกงี้ บลาๆ เอาจริง เสียความรู้สึกนะเนี่ย #grabth #GrabFood,Yes,System,Negative
2020-03-15,14:51:46,kparipon,"สั่งอาหารไปตั้งแต่1:32pm.  ร้านรับออเดอร์1:36pm. ระยะทาง2.4กม. มาถึงจริงๆ2:35pm. ชั่วโมงกว่า 
ถามจริงมึงรับทีกี่ออเดอร์???  

 #Grabfood #GrabTH pic.twitter.com/xRXRBlNWQ5",Yes,Employee,Negative
2020-03-15,13:10:11,winyoosata,#GrabFood เปิดบริการพื้นที่มหาสารคามแล้ว ลองทดสอบสั่งอาหารมาทานก็โอเคนะ ระบบดีเยี่ยม,Yes,System,Positive
2020-03-15,13:05:38,madakhung,เขายืนตรงกัน...หัวใจชิปเปอร์แหละ555  #ปัญเจนนิษฐ์ #GrabFood  pic.twitter.com/tXfDK50VRt,No,,
2020-03-15,12:59:17,echangyes,Grabfood ตัดเงินตั้งแต่ยังไม่มีคนรับเลยค่ะ... หิวมากกก เงินก็เสีย โทรไป contact ตอนแรกรออยู่ 6 นาที ไม่มีคนรับ เลยตัดสาย โทรอีกรอบติดต่อไม่ได้... ป่วยมาก เป็น covid19 ทั้งบริษัทหรอคะ... ง่อยมาก คอนแท็คป่วย พอกันที ระบบทุเรศ #grabfood #grabth pic.twitter.com/CbababiPYY,Yes,System,Negative
2020-03-15,12:55:46,ppanichx,อย่าล้อเล่นกับความหิวคน ใครเห็นช่วยรีไปให้ถึงแกร้บหน่อยคับบบ #GrabFood @GrabTH รับผิดชอบด้วยค่ะ https://twitter.com/aommptr/status/1239066048852135936 …,Yes,Company,Neutral
2020-03-15,12:51:21,kpopjbjr,รบกวนสอบถามเพื่อนๆในทวิตค่ะ สั่งอาหารไป หักจากบัตรเครดิตไปแล้ว แต่ไม่มี Grab กดรับงาน ต้องติดต่อช่องทางไหน ถึงจะได้ Refund คะ? #grabfoodth #GrabFood @GrabTH,Yes,Company,Neutral
2020-03-15,12:49:01,aommptr,สั่งอาหารจากแกรบ แล้วโดนตัดบัตรทั้งที่ยังไม่ได้คนขับ เสร็จแล้วมาบอกคนขับเต็มให้สั่งใหม่ แต่เราโดนตัดเงินไปแล้ว โทรไปไม่มีคนรับ เมลก็มีปัญหา แย่มากๆๆ ปกติต้องได้ของก่อนแล้วตัดไม่ใช่หรอ #GrabFood #grabth pic.twitter.com/98JyIDoHs0,Yes,System,Negative
2020-03-15,12:13:19,newthangx,800 เมตรค่าส่ง 34 บาท จากเคยส่ง 10 บาท บ้าป่ะเนี้ย แกร้บคือไง ไม่อยากได้ลูกค้าแล้วหรอ #GrabFood #grabth pic.twitter.com/JAFFs6Ulao,Yes,Price,Negative
2020-03-15,11:38:24,6119094,@GrabTH สวัสดีค่ะ สั่งอาหารโดยตัดบัตร สั่งปุ๊บตัดปั๊บ แต่โดนยกเลิกเพราะบอกไม่มีคนขับ แต่เงินถูกตัดไปแล้ว โทรติดต่อแล้วไม่มีคนรับสายค่ะ ตอนนี้คอลเซ็นเตอร์ยังเปิดใช้บริการอยู่หรือเปล่าคะ รอนานมาก ไม่มีคนรับประสานงานเลย #GrabFood #GrabTH,Yes,System,Negative
2020-03-15,11:25:08,nutsarac,"อยากให้บริการจัดส่งอาหาร Delivery ช่วยลดราคาค่าจัดส่งให้หน่อยจ้าาาา #GrabFood #lineman #Panda #โควิด_19 #ฝ่าวิกฤตโควิด19

ขอยืมภาพเค้ามาใช้ค่ะ cr.  http://Soimilk.com  pic.twitter.com/vduNYDQyG3",Yes,Price,Neutral
2020-03-15,11:12:22,mymy101111,อยากจะให้เข้ามาพักให้ห้องด้วยเลยอิอิ #GrabFood  pic.twitter.com/hKeAevrr0n,No,,
2020-03-15,10:53:32,mint14022545,แกร้ปหล่อมาก คะ5555 มาหลบในห้องก็ได้นะอยากจะบอก #GrabFood  pic.twitter.com/1R1VKtGY7z,No,,
2020-03-15,08:38:05,midayuu,จริง ช่วงหลังๆเหมือนเค้ารับ2ออเดอร์ คือสั่งไก่ทอดมา เหี่ยวมาก โกรธมากๆ #GrabFood  https://twitter.com/chocofah/status/1238779332635422720 …,Yes,Employee,Negative
2020-03-15,05:22:00,warrantlessevil,ใครยังมีงานทำแล้วไม่ลำบากจนเกินไปอย่าลืมทิป  #GrabFood #GrabCar #FoodPanda นะครับ ไม่เคยเห็น #ICONSIAM โล่งขนาดที่เรียกได้ว่าร้าง คลองสาน เงียบจนต้องเรียกว่าเปลี่ยว #ผนงรจตกม,No,,
2020-03-15,04:19:51,plt_mm,ให้ตอบไงอ่ะงี้ ปั่นจริ้งงง55555555 #GrabFood #ขวัญใจไลน์แมน pic.twitter.com/Gu4Qq5tQQq,No,,
2020-03-15,03:48:59,_02clear,จริงเดี๋ยวนี้ยิ่งสั่งยิ่งแย่ลงๆ คือล่าสุดสั่ง KFC ย่านรังสิตคือแบบรอนานมาก นานกว่าปกติไม่มีการส่งมาให้ยืนยันออเดอร์ใดๆ ก็ไม่รู้ว่าถึงไหนแล้วจะขอซอสเพิ่มก็ไม่ได้ ที่นานคือแวะส่งอีกเจ้าจ้าก่อนถึงซอยหอเราไก่ไม่มีความกรอบใดๆเลยจ้าา อห.กินไก่ทอดหม้อยังอร่อยกว่า  #GrabFood,Yes,Employee,Negative
2020-03-14,22:43:11,mydreamisubabe,คงนานน่าดูนะคะ #GrabFood  pic.twitter.com/o2rx9OHege,No,,
2020-03-14,21:34:04,jj_bgcl,"#GrabFood คนนี้เหี้ยสุดเท่าที่เจอมา คือมันมาช้ามากเพราะแม่งรับ2ออเดอร์พร้อมกัน 

ถามว่ารู้ได้ยังไง เพราะพอมาถึงแล้วแม่งมีหน้ามาถามกูว่าสั่งอะไรไปบ้าง? มีสองเจ้า นี่เลยบอกคนสั่งอยู่ในบ้าน มันเลยให้กูไปตามมาถาม ควย อีหน้าสัส

มีประเมินต่ำกว่า1ดาวมั้ย อีควาย โมโห #GrabTH #GrabFoodTH pic.twitter.com/yTvZHADeE7",Yes,Employee,Negative
2020-03-14,20:52:43,npnattida,สั่งส้มตำGrabพร้อมข้าวเหนียว ส้มตำมาข้าวเหนียวไม่มา นี่โทรไปด่าร้าน ร้านบอกขอโทษ แต่คือเข้าใจปะส้มตำต้องกินกะข้าวเหนียวอะ อีสัสสสสสสสส แล้วจะแดกกะไรหละวุ #GrabFood  อย่ามาเล่นกะความหิว,No,,
2020-03-14,20:09:35,chinosukesung,เดี๋ยวนี้เค้ารับทีเดียวหลายออเดอร์หรอวะ 2ชม ยังไม่ได้ข้าวเลย นานมาก นานกว่าทุกรอบ เห็นเเวะพักจอดหลายที่นี่เเหละ #GrabFood,Yes,Employee,Negative
2020-03-14,15:10:32,nnurseii,จะบอกว่าอีก 0 นาทีเพื่ออะไร คนขับยังอยู่อีกโย้ดนู่น ทำไมไม่เซ็ตเป๊ะๆให้ได้แบบ Grab นี่แหล่ะที่ทำให้ Grab ไปไกลกว่ามากกกกกก #lineman #GrabFood  pic.twitter.com/ZXjwIO0pYg,Yes,Company,Positive
2020-03-13,23:08:29,miinimew,หงุดหงิดสั่งข้าวจากGrabละได้ไม่ครบ เบอร์ก็ติดต่อไม่ได้โว้ะะะะ #Grabfood,Yes,Employee,Negative
2020-03-13,19:35:45,pak_40193,"หิวแล้วใช่ไหม ? สั่ง #GrabFood ไปรอที่บ้านสิคะ #ปัญเจนนิษฐ์ 
145 : 3-70428 pic.twitter.com/a5JMonurr3",No,,
2020-03-13,12:41:19,welovepyj,ล่าสุดฉันเจอพนักงาน Grab โดนเชิญออกจากร้านข้าวแกงกะหรี่ชื่อดังที่อยู่ในเครือร้านอาหารญี่ปุ่นที่มีอายุยาวนาน แล้วคือวิลล่าอารีย์อ่ะ มันร้อนป่ะวะ อย่างน้อยจัดที่ทางเก้าอี้ตัวสองตัวในร้านให้เค้านั่งหน่อยได้มะ เห็นละอยาก Cancel ออเดอร์ชิบ #GrabFoodTH #GrabFood #Villaอารีย์,No,,
2020-03-13,00:37:48,nklp_c,"ไม่ได้สั่ง Grab 3-4วัน 
เจองี้ เป็นงงไปเลยจ้า @GrabTH
มีเก็บเพิ่มค่าสั่ง Order ไม่ถึงยอดด้วยจ้า
(ต่ำกว่า 70บาท จะเสียค่า order fee เพิ่ม) ลาขาดละจ้า บาย / กด Get
#GrabFood #GrabFoodTH #GrabTH pic.twitter.com/4E6sZZH3cj",Yes,Price,Negative
2020-03-12,23:20:42,estherzzz555,"ไม่หล่อไม่ไปส่งค่ะ 55555 
#GrabFood #GrabFoodTH #grab #แคปชั่นอ่อย #แคปชั่น #แคปชั่นกวนตีน #แคปชั่นเด็ด #แคปชั่นเสี่ยว #แคปชั่นน่ารัก pic.twitter.com/iW9EqbgluV",No,,
2020-03-12,19:08:38,bluesharkgirl,😹เพิ่งเคยลองใช้ Grab food คือดีย์อ่ะ ลดราคาสำหรับใช้ครั้งแรกเยอะสุด 555555 #COVID19 #ชีวิตดีๆที่ลงตัว #ไม่ต้องเดินทางไปไหนละจ้า #GrabFood #ช่วยชีวิตได้เยอะ pic.twitter.com/jZXgoDC9Wu,Yes,Price,Positive
2020-03-12,13:55:57,zinsx2,จัดโปรโมชั่นเหมือนแม่ค้าโกรธครก โกรธสาก ราคาเริ่มที่ 19บาท แถมลดต่อไม่รอแล้วนะหากซื้อเกิน150บาท กรอก FREE10 ลดค่าส่งอีก 10บาท #GrabFood #ส้มตำอุดร pic.twitter.com/hT0P3haItN,Yes,Price,Neutral
2020-03-12,13:38:03,pchantasiri,สั่งอาหารแล้วแต่คนขับกดจบงานทั้งๆ ที่ยังไม่มาส่งของ แล้วติดต่ออะไรคนขับไม่ได้เลย ไม่มีให้แชท ไม่มีเบอร์โชว์ ไม่มีชื่อ ไม่มีเหี้ยอะไรเลย ทำได้แค่ส่งอีเมลหาแกร๊บ บริษัทมูลค่าระดับนี้ไม่มีวิธีจัดการที่ดีกว่านี้แล้วเหรอครับ #GrabFood #GrabTH,Yes,Employee,Negative
2020-03-12,12:25:16,got7_def_y,"Grab and Foodpanda มาประชุมตอนเที่ยงตรงโดยไม่ได้นัดหมาย  ความหิวของลูกค้าไม่เคยปรานีใคร5555
 #GrabFood #foodpandaTH pic.twitter.com/MjLQrpJSS8",No,,
2020-03-12,11:59:08,wduffsnk,แย่มากอะ #GrabFood สั่งอาหารไปตั้งแต่11โมง ตอนนี้จะเที่ยงแล้วววว ถ้าจะรับซ้อนแบบนี้ เราจะไม่สั่งอีกแล้ว,Yes,Employee,Negative
2020-03-12,11:43:41,y_whanz,ไม่ยาก อย่างที่คิด😅😅😅 #GrabFood  pic.twitter.com/T1ZYZMyFOv,No,,
2020-03-12,02:50:04,talalalakika,คือแบบ สุดยอดอ่ะ🥺#GrabFood  pic.twitter.com/wjKcIqBmYQ,No,,
2020-03-11,20:39:49,xitrotn,"คุ้มโคตรรรร สั่งชุด 379 กิน 3 คนอิ่มแล้วยังได้กล่องข้าวปิ่นโตฟรี เท่านั้นยังไม่พอ แถมคูปองเอาไปเติมข้าวกับไก่ฟรีอีกครั้งด้วย

#กินฟรีมีเกียรติ #grabfood x #texaschicken #refill #กล่องข้าวนักรบ @ Texas Chicken  https://www.instagram.com/p/B9mGkG6HBPi/?igshid=ul5bau96upso …",Yes,Price,Positive
2020-03-11,18:39:19,freedomkung2,ตั้งแต่ขับแกร๊บมา ไม่เคยมีร้านไหนให้กินน้ำระหว่างรอเลย เต็มที่คือเคยได้กินน้ำเปล่าที่ยาโยอิ คือสุดๆแล้วสำหรับร้านอาหาร แต่วันนี้มาวิ่งแกร๊บที่ฟิว คือซิสเลอร์เค้าให้โค้กตอนรอของด้วย ประทับใจจริงๆ #sizzler #GrabFood  pic.twitter.com/IRAIhHvGjy,No,,
2020-03-11,18:05:44,iladda_125,วันนี้สั่งข้าวไข่ข้นปู 1 แต่ได้มาสองกล่อง แกรปว่งผิดคนไหมอ่ะ ติดต่อกลับก็ไม่เป็น #GrabFood,Yes,Employee,Neutral
2020-03-11,11:54:56,waroonyupa,#GrabFood ถ้าสั่งน้อยกว่า 70 บาทจะมีค่าสั่งน้อย20บาทเพิ่มขึ้นมา ก็กูอยากกินข้างแค่กล่องเดียวอ่ะ ทำไมต้องสั่งเยอะด้วย ค่าส่งก็ขึ้นราคา ยังจะมาเก็บค่าอื่นๆเพิ่มอีก?  pic.twitter.com/RxJgfgmHij,Yes,Price,Negative
2020-03-11,11:53:34,benzxxz,ระบบใหม่ไม่ดีเลย ไม่เห็นอะไรเลยเด้อว่าถึงไหนยังไง #GrabFood  pic.twitter.com/G6BjaWckGj,Yes,System,Negative
2020-03-11,11:32:21,eiyaeiyaya,"กูกลัว เขาพิมไรไม่รู้อยู่ๆก็พูดขึ้นมาว่าฟันหัวแกร๊ปกลัว แล้วก็พิมคุยรัวๆมานี้ไม่ได้ตอบเพราะอ่านหนังสือเตรียมแก้อยู่ ปกติสั่งก็จะพิมแค่ยืนยันออเดอร์ทวนที่อยู่แต่อันนี้คุยนอกเรื่องชั้นไม่ชิน
#GrabFood  pic.twitter.com/OWPDHCCyL8",Yes,Employee,Negative
2020-03-11,11:21:40,namwhan26427386,"🍅🌶🍋สั่งเลยจ้า มีโปร🍅🌶🍋
#grabfood #get#lineman #ยำขนมจีนคุณวรรณ  https://www.instagram.com/p/B9lGsAtJ5mV/?igshid=ntea8sy0uvrs …",No,,
2020-03-11,11:02:43,ledanube_,สั่ง burger king ผ่าน #GrabFood อย่างแรกที่ไม่ประทับใจคนขับคือ1.กดว่าคนขับมาถึงแล้วตั้งแต่อยู่ที่ร้านทั้งๆที่ดูในแผนที่คือยังอยู่ที่รัาน 2.เลยไปไหนไม่รู้ไม่อ่านว่าอยู่ตรงไหนเขียนบอกชัดเจนสั่งบ่อยทุกคนไม่เคยหลงขนาดออกไปเรียหน้าออฟฟิศยังไม่ได้ยิน 3.สั่งเป็นเซ็ตไปน้ำหกเกลี้ยง,Yes,Employee,Negative
2020-03-11,10:42:02,qn24778270,"แกร็บสั่งปิดบริษัท 5 วัน หลังพนักงานสิงคโปร์ ป่วยโควิด-19
… https://us-central1-thaishare-prod.cloudfunctions.net/app/ORNgSZyrkABFNBJ9wNLK?u=IJOaw38eaiUa0i4fx60k9t7EYap1 …
#ตัวอย่างที่ดี #GrabFood #ข่าววันนี้ #ข่าวจริง #โควิด19 #โควิด19 #COVID19 #COVIDー19",No,,
2020-03-11,06:52:38,beenobeeta,มีใคร ให้ มากกว่านี้ไหม 555 กรุชอบบบ #GrabFood  pic.twitter.com/lsKktOSoO8,No,,
2020-03-10,22:47:23,amms_p,เกลียด ระบบใหม่ของ grab food ทั้งระบบ เข้าใจว่า ช่วยเหลือ ให้คนขับรับหลายงานได้ แต่มันต้องเหนใจคนรอด้วยสิฟระ !! #GrabFood #GrabTH #แกร๊บคุณภาพตกต่ำ,No,,
2020-03-10,22:27:43,guntinan_kanok1,"พบกับ โฆษณานี้ได้ทั่วกรุงเทพ
#GrabFood
#BNK48
#Bangkokbus pic.twitter.com/ONuuSAbi4Z",No,,
2020-03-10,22:23:11,mony41777931,หนุ่มแกร็บปั่นจักรยาน สวนชาวเน็ต แอบถ่าย ไม่ได้แร้งแค้น #GrabFood #ข่าว #ข่าวจริง #ข่าวดารา #ข่าวด่วน #ข่าวล่าสุด #ข่าววันนี้ #ข่าวใส่ไข่… https://us-central1-thaishare-prod.cloudfunctions.net/app/SZ7vmGagFVCrjibbPngM?u=LRMhAzUmq9YRYX3Bv9xXv4H64x22 …,No,,
2020-03-10,21:50:56,imygbt_,เดี๋ยวนี้มีค่าธรรมเนียมแล้วหรอ โอ้โห #GrabFood  pic.twitter.com/axQob2U1Hd,Yes,Price,Negative
2020-03-10,20:14:00,nanthiya_12,"หนุ่มแกร็บปั่นจักรยาน สวนชาวเน็ต แอบถ่าย ไม่ได้แร้งแค้น
… https://us-central1-thaishare-prod.cloudfunctions.net/app/SZ7vmGagFVCrjibbPngM?u=mtVrfw1j0pShPPW65XqHciZ0Sgb2 …
#หนุ่มแกร็บ #ปั่นจักรยาน #สวนชาวเน็ต
#แอบถ่าย #ไม่ได้แร้งแค้น #GrabFood",No,,
2020-03-10,19:40:06,immabadidea,เดี๋ยวนี้แกร๊บมีงี้ด้วย เพิ่งรู้ small order fee สั่งน้อย ไม่ถึง 70 บาท คิดเงินเพิ่ม อิดอก #GrabFood  pic.twitter.com/Hr0IcUo8G8,Yes,Price,Negative
2020-03-10,19:26:40,nanaka19991,"แกร็บสั่งปิดบริษัท 5 วัน หลังพนักงานสิงคโปร์ ป่วยโควิด-19
… https://us-central1-thaishare-prod.cloudfunctions.net/app/ORNgSZyrkABFNBJ9wNLK?u=CAMlGaUGuvZANijWVO7coMHMEO42 …
#ข่าว3มิติ #ข่าววันนี้ #GrabFood #Thailand #โควิด19 #COVID19 #COVID2019",No,,
2020-03-10,17:05:38,lazerpuppy,#GrabFood เดี๋ยวนี้ทำไมเอา map ออกอะ งี้คนขับอยู่ไหนแล้วก็ไม่รู้เลยดิ,Yes,System,Negative
2020-03-10,16:42:54,littlegolf,"รีวิว #Grabfood วันนี้
นางเป็นเทยคนนึงน่ารักมาก
: คุณพี่สบายดีมั้ยคะ
: อาหารอยู่ในสภาพสมบูรณ์นะคะ
: รักษาสุขภาพนะคะคุณพี่อากาศร้อน
: ขอห้าดาวให้หนูได้มั้ยคะ🥺",Yes,Employee,Positive
2020-03-10,14:58:08,onesideworld95,"หนุ่มแกร็บปั่นจักรยาน สวนชาวเน็ต แอบถ่าย ไม่ได้แร้งแค้น

… https://us-central1-thaishare-prod.cloudfunctions.net/app/SZ7vmGagFVCrjibbPngM?u=wX71RvNwAYXfbbqmoTRgkekhw6u1 …
#ข่าวล่าสุด #ข่าวยอดนิยม #ข่าววันนี้ #ข่าววันใหม่ #ข่าวบันเทิงวันนี้ #GrabTH #grab #GrabFood",No,,
2020-03-10,14:54:35,wannaon86431941,แกชั้นจะร้องสั่งข้าวมันไก่แต่ไม่ได้ไก่ #GrabFood  pic.twitter.com/aitVuXIrOR,No,,
2020-03-10,14:21:59,bts_army19y,"เจ็บไหมถามใจเธอดู...หนุ่มเเกร็บออกโต้คนโพสต์รูป!

#GrabTH #เเกร๊บ #GrabFood
#ข่าวสด #ข่าวจริง
… https://us-central1-thaishare-prod.cloudfunctions.net/app/SZ7vmGagFVCrjibbPngM?u=G61rUglZDsMC6Mf73vs89RLPlYB3 …",No,,
2020-03-10,12:06:38,kimcookcook1,"สามารถสั่งผ่าน Food panda ได้เเล้ววันนี้ ขอบคุณลูกค้าทุกท่านครับ 👏🏻
#KimCookCook
#Spicykoreanchickenfeet
#Grabfood #Lineman #Wongnai #Lalamove #Foodpanda pic.twitter.com/vgIKs4LT3F",No,,
2020-03-10,07:07:28,ttoon02,เมื่อวานสั่งแกร๊บ คือพี่แกร๊บใจดีมาก แบบนี่จ่ายเงินไป แต่พี่เค้าไม่มีตังทอน เราก็เลยบอกพี่เอาไปเลยก็ได้ค่ะ แต่กลายเป็นว่าพี่เค้าไม่เอา เพราะเงินมันขาดไปนิดเดียว แถมพี่เค้ายิ้มแย้มแจ่มใสดี สุภาพมากๆด้วยค่ะ ปลื้มTT #GrabFood,Yes,Employee,Positive
2020-03-09,22:32:41,sodaice,"คลิกเลย ->  https://t.youpik.in.th/t.Tn5M 
ช้อปเลย: ฿1,190.00 -45% | Daiato Protein ไดเอโตะ เวย์โปรตีน โปรตีนเพื่อสุขภาพ

 #GrabFood #Daiato #ไดเอท #ไดเอโตะ #เวย์โปรตีน #ส่องทวิตจนตาดำ #ชี้เป้าโปรถูก #โปรดีบอกต่อ pic.twitter.com/ucLnW2dnPr",No,,
